idx	time(ms)  	cwnd(bytes)	rtt(ms)   	loss(0-loss)
0	    250.02	      1052	     81.19	1
1	    335.81	      1588	     81.66	1
2	    419.33	      2124	     92.58	1
3	    423.89	      2660	     92.01	1
4	    505.12	      3196	     91.26	1
5	    509.68	      3464	     91.10	1
6	    514.24	      4000	     91.09	1
7	    590.92	      3464	     90.33	1
8	    595.48	      4000	     89.78	1
9	    600.04	      4536	     89.94	1
10	    676.71	      5072	     89.44	1
11	    681.27	      5608	     89.64	1
12	    685.83	      5608	     89.68	1
13	    690.39	      5876	     89.72	1
14	    760.23	      6412	     98.51	1
15	    764.79	      6948	     97.19	1
16	    769.35	      7216	     96.05	1
17	    773.91	      7752	     95.04	1
18	    778.47	      7752	     94.78	1
19	    783.03	      7752	     94.56	1
20	    846.02	      8288	     93.49	1
21	    850.58	      8824	     93.06	1
22	    855.14	      9360	     92.80	1
23	    859.70	      9896	     92.45	1
24	    864.26	     10432	     92.77	1
25	    868.82	     10700	     93.05	1
26	    873.38	     11236	     93.29	1
27	    877.94	     11772	     93.38	1
28	    931.82	     11504	     92.33	1
29	    936.38	     11236	     92.04	1
30	    940.94	     11772	     91.78	1
31	    945.50	     12308	     91.56	1
32	    950.06	     12844	     91.99	1
33	    954.62	     13112	     92.37	1
34	    959.18	     13648	     92.70	1
35	    963.74	     14184	     92.98	1
36	    968.30	     14452	     93.86	1
37	    972.86	     14988	     94.50	1
38	    977.42	     15256	     95.19	1
39	   1019.89	     15792	     94.29	1
40	   1024.45	     15792	     93.50	1
41	   1029.01	     16328	     92.94	1
42	   1033.57	     16864	     92.95	1
43	   1038.13	     17400	     92.95	1
44	   1042.69	     17936	     92.84	1
45	   1047.25	     17936	     93.36	1
46	   1051.81	     18472	     93.81	1
47	   1056.37	     18472	     94.21	1
48	   1060.93	     19008	     95.06	1
49	   1065.49	     19544	     95.93	1
50	   1070.05	     20080	     96.69	1
51	   1074.61	     20616	     97.85	1
52	   1079.17	     21152	     98.99	1
53	   1083.73	     21420	     99.87	1
54	   1105.68	     21956	     98.14	1
55	   1110.24	     22492	     96.62	1
56	   1114.81	     23028	     95.79	1
57	   1119.37	     23564	     95.07	1
58	   1123.92	     24100	     94.43	1
59	   1128.48	     24368	     94.50	1
60	   1133.05	     24904	     94.57	1
61	   1137.61	     24904	     94.62	1
62	   1142.16	     25172	     94.67	1
63	   1146.72	     25708	     95.21	1
64	   1151.29	     26244	     95.81	1
65	   1155.85	     26780	     96.21	1
66	   1160.40	     27316	     96.68	1
67	   1164.96	     27584	     97.60	1
68	   1169.53	     27852	     98.40	1
69	   1174.09	     28388	     99.10	1
70	   1178.64	     28924	    100.21	1
71	   1183.20	     29460	    101.31	1
72	   1187.77	     29996	    102.14	1
73	   1192.33	     30532	    103.50	1
74	   1196.88	     31068	    104.69	1
75	   1201.44	     31604	    103.60	1
76	   1206.01	     32140	    103.28	1
77	   1210.57	     32676	    102.87	1
78	   1215.12	     32944	    102.63	1
79	   1219.68	     33480	    102.93	1
80	   1224.24	     34016	    103.19	1
81	   1228.81	     34552	    103.42	1
82	   1233.37	     35088	    104.24	1
83	   1237.92	     35624	    104.83	1
84	   1242.48	     36160	    105.35	1
85	   1247.05	     36428	    105.94	1
86	   1251.61	     36964	    106.32	1
87	   1256.16	     37500	    107.28	1
88	   1260.72	     38036	    108.12	1
89	   1265.29	     38572	    108.85	1
90	   1269.85	     39108	    110.00	1
91	   1274.40	     39644	    111.12	1
92	   1278.96	     40180	    111.98	1
93	   1283.53	     40716	    113.36	1
94	   1288.09	     41252	    114.69	1
95	   1292.64	     41788	    115.73	1
96	   1297.20	     42324	    117.26	1
97	   1301.77	     42860	    118.48	1
98	   1306.33	     43396	    119.67	1
99	   1310.88	     43932	    121.21	1
100	   1315.44	     44200	    122.56	1
101	   1320.01	     44736	    123.86	1
102	   1324.57	     45004	    125.51	1
103	   1329.12	     45540	    126.94	1
104	   1333.68	     46076	    128.20	1
105	   1338.24	     46612	    129.93	1
106	   1342.81	     47148	    131.31	1
107	   1347.37	     47684	    132.52	1
108	   1351.92	     48220	    134.08	1
109	   1356.48	     48756	    135.57	1
110	   1361.05	     49292	    136.87	1
111	   1365.61	     49560	    138.01	1
112	   1370.16	     50096	    139.64	1
113	   1374.72	     50632	    140.93	1
114	   1379.29	     51168	    142.19	1
115	   1383.85	     51704	    143.79	1
116	   1388.40	     52240	    145.19	1
117	   1392.96	     52240	    146.92	1
118	   1397.53	     52776	    148.55	1
119	   1402.09	     53312	    149.99	1
120	   1406.64	     53848	    151.11	1
121	   1411.20	     54384	    152.72	1
122	   1415.77	     54920	    154.13	1
123	   1420.33	     55456	    155.37	1
124	   1424.88	     55992	    156.94	1
125	   1429.44	     56528	    158.45	1
126	   1434.01	     57064	    159.77	1
127	   1438.57	     57600	    161.42	1
128	   1443.12	     57868	    163.00	1
129	   1447.68	     58404	    164.25	1
130	   1452.24	     58940	    165.97	1
131	   1456.81	     59476	    167.47	1
132	   1461.37	     60012	    168.79	1
133	   1465.92	     60548	    170.44	1
134	   1470.48	     61084	    171.88	1
135	   1475.05	     61620	    173.27	1
136	   1479.61	     62156	    174.99	1
137	   1484.16	     62692	    176.49	1
138	   1488.72	     63228	    178.30	1
139	   1493.29	     63764	    180.01	1
140	   1497.85	     64300	    181.39	1
141	   1502.40	     64836	    183.22	1
142	   1506.96	     65104	    184.81	1
143	   1511.53	     65640	    186.21	1
144	   1516.09	     66176	    187.44	1
145	   1520.64	     66712	    189.00	1
146	   1525.20	     67248	    190.50	1
147	   1529.77	     67784	    191.69	1
148	   1534.33	     68320	    193.35	1
149	   1538.88	     68856	    194.81	1
150	   1543.44	     69392	    196.08	1
151	   1548.01	     69928	    197.82	1
152	   1552.57	     70464	    199.35	1
153	   1557.12	     71000	    200.68	1
154	   1561.68	     71536	    202.34	1
155	   1566.24	     72072	    203.93	1
156	   1570.81	     72608	    205.18	1
157	   1575.37	     73144	    206.91	1
158	   1579.92	     73680	    208.30	1
159	   1584.48	     74216	    209.63	1
160	   1589.05	     74752	    211.43	1
161	   1593.61	     75288	    212.88	1
162	   1598.16	     75824	    214.27	1
163	   1602.72	     76360	    215.98	1
164	   1607.29	     76896	    217.49	1
165	   1611.85	     77432	    218.80	1
166	   1616.40	     77968	    220.57	1
167	   1620.96	     78504	    222.00	1
168	   1625.53	     79040	    223.38	1
169	   1630.09	     79576	    224.58	1
170	   1634.64	     80112	    226.13	1
171	   1639.20	     80648	    227.49	1
172	   1643.77	     81184	    228.68	1
173	   1648.33	     81720	    230.34	1
