idx	time(ms)  	cwnd(bytes)	rtt(ms)   	loss(0-loss)
0	    250.02	      1052	     81.19	1
1	    335.81	      1588	     81.66	1
2	    419.33	      1856	     92.58	1
3	    502.84	      2392	    101.88	1
4	    507.40	      2928	    100.15	1
5	    588.64	      3464	     98.38	1
6	    593.20	      4000	     97.46	1
7	    597.76	      4536	     96.52	1
8	    674.43	      4804	     95.21	1
9	    678.99	      5072	     94.56	1
10	    683.55	      5608	     93.99	1
11	    688.11	      5876	     93.61	1
12	    757.95	      6412	    101.91	1
13	    762.51	      6948	    100.17	1
14	    767.07	      7216	     98.78	1
15	    771.63	      7752	     97.43	1
16	    776.19	      8288	     96.88	1
17	    780.75	      8824	     96.27	1
18	    843.74	      9092	     94.98	1
19	    848.30	      9628	     94.48	1
20	    852.86	     10164	     93.92	1
21	    857.42	     10700	     93.43	1
22	    861.98	     11236	     93.50	1
23	    866.54	     11772	     93.69	1
24	    871.10	     12308	     93.86	1
25	    875.66	     12844	     94.50	1
26	    927.26	     13380	    101.06	1
27	    931.82	     13916	     99.43	1
28	    936.38	     14452	     98.00	1
29	    940.94	     14720	     97.25	1
30	    945.50	     15256	     96.72	1
31	    950.06	     15792	     96.25	1
32	    954.62	     16328	     96.35	1
33	    959.18	     16864	     96.55	1
34	    963.74	     17400	     96.61	1
35	    968.30	     17936	     97.28	1
36	    972.86	     18472	     97.75	1
37	    977.42	     19008	     98.28	1
38	   1010.77	     19544	    102.87	1
39	   1015.33	     20080	    101.01	1
40	   1019.89	     20616	     99.38	1
41	   1024.45	     21152	     98.59	1
42	   1029.01	     21688	     97.89	1
43	   1033.57	     22224	     97.28	1
44	   1038.13	     22760	     97.37	1
45	   1042.69	     23296	     97.32	1
46	   1047.25	     23832	     97.28	1
47	   1051.81	     24368	     97.75	1
48	   1056.37	     24904	     98.28	1
49	   1060.93	     25440	     98.62	1
50	   1065.49	     25976	     99.54	1
51	   1070.05	     26512	    100.47	1
52	   1074.61	     27048	    101.16	1
53	   1079.17	     27584	    102.39	1
54	   1083.73	     28120	    103.47	1
55	   1088.29	     28656	    104.41	1
56	   1094.29	     29192	    105.98	1
57	   1098.85	     29728	    103.74	1
58	   1103.40	     30264	    101.77	1
59	   1107.96	     30800	    100.55	1
60	   1112.53	     31336	     99.60	1
61	   1117.09	     31872	     98.78	1
62	   1121.64	     32408	     98.56	1
63	   1126.20	     32944	     98.36	1
64	   1130.77	     33480	     98.69	1
65	   1135.33	     34016	     99.11	1
66	   1139.88	     34552	     99.34	1
67	   1144.44	     34820	    100.17	1
68	   1149.01	     35356	    101.03	1
69	   1153.57	     35624	    101.65	1
70	   1158.12	     36160	    102.82	1
71	   1162.68	     36696	    103.84	1
72	   1167.24	     37232	    104.73	1
73	   1171.81	     37768	    106.02	1
74	   1176.37	     38304	    107.27	1
75	   1180.92	     38840	    108.23	1
76	   1185.48	     39376	    109.70	1
77	   1190.05	     39912	    110.99	1
78	   1194.61	     40448	    112.12	1
79	   1199.16	     40984	    113.73	1
80	   1203.72	     41520	    115.01	1
81	   1208.29	     42056	    116.26	1
82	   1212.85	     42592	    117.85	1
83	   1217.40	     43128	    119.25	1
84	   1221.96	     43664	    120.22	1
85	   1226.53	     44200	    121.69	1
86	   1231.09	     44736	    123.10	1
87	   1235.64	     45272	    124.21	1
88	   1240.20	     45808	    125.81	1
89	   1244.77	     46344	    127.21	1
90	   1249.33	     46880	    128.43	1
91	   1253.88	     47148	    130.00	1
92	   1258.44	     47684	    131.38	1
93	   1263.01	     48220	    132.71	1
94	   1267.57	     48756	    134.37	1
95	   1272.12	     49292	    135.82	1
96	   1276.68	     49828	    137.09	1
97	   1281.24	     50364	    138.83	1
98	   1285.81	     50900	    140.23	1
99	   1290.37	     51436	    141.57	1
100	   1294.92	     51972	    143.25	1
101	   1299.48	     52508	    144.72	1
102	   1304.05	     53044	    146.01	1
103	   1308.61	     53580	    147.63	1
104	   1313.16	     54116	    149.18	1
105	   1317.72	     54652	    150.40	1
106	   1322.29	     55188	    152.10	1
107	   1326.85	     55724	    153.59	1
108	   1331.40	     56260	    154.89	1
109	   1335.96	     56796	    156.53	1
110	   1340.53	     57332	    158.09	1
111	   1345.09	     57868	    159.45	1
112	   1349.64	     58404	    161.15	1
113	   1354.20	     58940	    162.75	1
114	   1358.77	     59476	    164.03	1
115	   1363.33	     60012	    165.78	1
116	   1367.88	     60548	    167.18	1
117	   1372.44	     61084	    168.53	1
118	   1377.01	     61620	    170.34	1
119	   1381.57	     62156	    171.80	1
120	   1386.12	     62692	    173.20	1
121	   1390.68	     63228	    174.92	1
122	   1395.24	     63764	    176.43	1
123	   1399.81	     64300	    177.75	1
124	   1404.37	     64836	    179.53	1
125	   1408.92	     65372	    180.97	1
126	   1413.48	     65908	    182.35	1
127	   1418.05	     66444	    184.18	1
128	   1422.61	     66980	    185.66	1
129	   1427.16	     67516	    186.95	1
130	   1431.72	     68052	    188.58	1
131	   1436.29	     68588	    190.13	1
132	   1440.85	     69124	    191.37	1
133	   1445.40	     69660	    193.07	1
134	   1449.96	     70196	    194.56	1
135	   1454.53	     70732	    195.87	1
136	   1459.09	     71268	    197.63	1
137	   1463.64	     71804	    199.18	1
138	   1468.20	     72340	    200.53	1
139	   1472.77	     72876	    202.22	1
140	   1477.33	     73412	    203.69	1
141	   1481.88	     73680	    204.98	1
142	   1486.44	     74216	    206.73	1
143	   1491.01	     74752	    208.26	1
144	   1495.57	     75288	    209.60	1
145	   1500.12	     75824	    211.41	1
146	   1504.68	     76360	    212.85	1
147	   1509.24	     76896	    214.25	1
148	   1513.81	     77432	    215.97	1
149	   1518.37	     77968	    217.47	1
150	   1522.92	     78504	    218.79	1
151	   1527.48	     79040	    220.56	1
152	   1532.05	     79576	    222.12	1
153	   1536.61	     80112	    223.35	1
154	   1541.16	     80648	    225.06	1
155	   1545.72	     81184	    226.55	1
156	   1550.29	     81720	    227.86	1
157	   1554.85	     82256	    229.50	1
158	   1559.40	     82792	    231.06	1
159	   1563.96	     83328	    232.31	1
160	   1568.53	     83864	    234.02	1
161	   1573.09	     84400	    235.64	1
162	   1577.64	     84936	    237.56	1
163	   1582.20	     85472	    239.24	1
164	   1586.77	     86008	    240.71	1
165	   1591.33	     86544	    242.62	1
166	   1595.88	     87080	    244.17	1
167	   1600.44	     87616	    245.52	1
168	   1605.01	     88152	    247.33	1
169	   1609.57	     88688	    248.91	1
170	   1614.12	     89224	    250.30	1
171	   1618.68	     89760	    252.01	1
172	   1623.24	     90296	    253.64	1
173	   1627.81	     90832	    254.93	1
