idx	time(ms)  	cwnd(bytes)	rtt(ms)   	loss(0-loss)
0	    250.02	      1052	     81.19	1
1	    335.81	      1588	     81.66	1
2	    419.33	      2124	     92.58	1
3	    423.89	      2660	     92.01	1
4	    505.12	      3196	     91.26	1
5	    509.68	      3464	     91.10	1
6	    514.24	      4000	     91.09	1
7	    590.92	      4536	     90.33	1
8	    595.48	      4000	     89.78	1
9	    600.04	      4268	     89.94	1
10	    604.60	      3732	     89.94	1
11	    678.99	      4000	     89.70	1
12	    683.55	      4268	     89.49	1
13	    688.11	      4804	     89.30	1
14	    762.51	      5340	     97.89	1
15	    767.07	      5072	     96.78	1
16	    771.63	      5608	     95.68	1
17	    776.19	      5608	     95.35	1
18	    780.75	      6144	     94.93	1
19	    850.58	      6412	     94.06	1
20	    855.14	      6948	     93.30	1
21	    859.70	      7216	     92.64	1
22	    864.26	      7216	     92.06	1
23	    868.82	      7752	     92.05	1
24	    873.38	      8288	     92.17	1
25	    936.38	      8824	     91.40	1
26	    940.94	      9360	     91.22	1
27	    945.50	      9896	     91.07	1
28	    950.06	     10432	     91.06	1
29	    954.62	     10432	     90.93	1
30	    959.18	     10968	     91.44	1
31	    963.74	     11504	     91.88	1
32	    968.30	     12040	     92.27	1
33	   1019.89	     12576	     98.99	1
34	   1024.45	     13112	     97.61	1
35	   1029.01	     13380	     96.54	1
36	   1033.57	     13916	     96.10	1
37	   1038.13	     14184	     95.71	1
38	   1042.69	     14720	     95.25	1
39	   1047.25	     15256	     94.96	1
40	   1051.81	     15792	     95.22	1
41	   1056.37	     16328	     95.44	1
42	   1060.93	     16864	     95.64	1
43	   1065.49	     17400	     96.43	1
44	   1070.05	     17668	     97.13	1
45	   1105.68	     17936	     95.74	1
46	   1110.24	     17936	     95.14	1
47	   1114.81	     18204	     94.50	1
48	   1119.37	     18740	     93.94	1
49	   1123.92	     19008	     93.45	1
50	   1128.48	     19544	     93.64	1
51	   1133.05	     20080	     93.81	1
52	   1137.61	     20616	     93.96	1
53	   1142.16	     21152	     94.71	1
54	   1146.72	     21420	     95.25	1
55	   1151.29	     21956	     95.84	1
56	   1155.85	     22492	     96.86	1
57	   1160.40	     23028	     97.75	1
58	   1164.96	     23564	     98.54	1
59	   1169.53	     24100	     99.84	1
60	   1174.09	     24368	    100.99	1
61	   1178.64	     24904	    101.86	1
62	   1191.48	     25440	     99.88	1
63	   1196.04	     25708	     98.15	1
64	   1200.60	     26244	     97.13	1
65	   1205.16	     26512	     96.36	1
66	   1209.72	     27048	     95.57	1
67	   1214.28	     27584	     95.00	1
68	   1218.84	     28120	     95.00	1
69	   1223.40	     28656	     95.00	1
70	   1227.96	     28924	     94.87	1
71	   1232.52	     29460	     95.39	1
72	   1237.08	     29996	     95.96	1
73	   1241.64	     30532	     96.34	1
74	   1246.20	     31068	     97.30	1
75	   1250.76	     31336	     98.14	1
76	   1255.32	     31872	     98.87	1
77	   1259.88	     32408	    100.01	1
78	   1264.44	     32944	    101.14	1
79	   1269.00	     33480	    101.99	1
80	   1273.56	     33748	    103.37	1
81	   1278.12	     34016	    104.70	1
82	   1282.68	     34552	    105.74	1
83	   1287.24	     35088	    107.27	1
84	   1291.80	     35624	    108.48	1
85	   1296.36	     36160	    109.67	1
86	   1300.92	     36696	    111.22	1
87	   1305.48	     37232	    111.56	1
88	   1310.04	     37768	    111.87	1
89	   1314.60	     38304	    112.13	1
90	   1319.16	     38840	    112.99	1
91	   1323.72	     39376	    113.62	1
92	   1328.28	     39912	    114.29	1
93	   1332.84	     40448	    115.38	1
94	   1337.40	     40716	    116.33	1
95	   1341.96	     41252	    117.17	1
96	   1346.52	     41788	    118.52	1
97	   1351.08	     42324	    119.70	1
98	   1355.64	     42860	    120.74	1
99	   1360.20	     43396	    122.27	1
100	   1364.76	     43932	    123.49	1
101	   1369.32	     44468	    124.55	1
102	   1373.88	     45004	    125.98	1
103	   1378.44	     45540	    127.36	1
104	   1383.00	     46076	    128.44	1
105	   1387.56	     46612	    129.51	1
106	   1392.12	     47148	    131.07	1
107	   1396.68	     47684	    132.31	1
108	   1401.24	     48220	    133.52	1
109	   1405.80	     48756	    135.08	1
110	   1410.36	     49292	    136.45	1
111	   1414.92	     49828	    137.64	1
112	   1419.48	     50364	    139.31	1
113	   1424.04	     50632	    140.77	1
114	   1428.60	     51168	    141.93	1
115	   1433.16	     51704	    143.06	1
116	   1437.72	     52240	    144.55	1
117	   1442.28	     52776	    145.86	1
118	   1446.84	     53312	    147.50	1
119	   1451.40	     53848	    149.06	1
120	   1455.96	     54384	    150.31	1
121	   1460.52	     54920	    152.02	1
122	   1465.08	     55456	    153.64	1
123	   1469.64	     55992	    154.94	1
124	   1474.20	     56528	    156.69	1
125	   1478.76	     57064	    158.11	1
126	   1483.32	     57600	    159.47	1
127	   1487.88	     57868	    161.16	1
128	   1492.44	     58404	    162.64	1
129	   1497.00	     58940	    163.93	1
130	   1501.56	     59476	    165.69	1
131	   1506.12	     60012	    167.23	1
132	   1510.68	     60548	    168.58	1
133	   1515.24	     61084	    169.75	1
134	   1519.80	     61620	    171.28	1
135	   1524.36	     62156	    172.75	1
136	   1528.92	     62692	    173.91	1
137	   1533.48	     62960	    175.54	1
138	   1538.04	     63496	    176.97	1
139	   1542.60	     64032	    178.73	1
140	   1547.16	     64568	    180.39	1
141	   1551.72	     65104	    181.71	1
142	   1556.28	     65640	    183.50	1
143	   1560.84	     66176	    185.06	1
144	   1565.40	     66712	    186.43	1
145	   1569.96	     67248	    188.12	1
146	   1574.52	     67784	    189.74	1
147	   1579.08	     68320	    191.14	1
148	   1583.64	     68856	    192.88	1
149	   1588.20	     69392	    194.51	1
150	   1592.76	     69660	    195.83	1
151	   1597.32	     69928	    197.60	1
152	   1601.88	     70464	    199.02	1
153	   1606.44	     70732	    200.40	1
154	   1611.00	     71268	    202.09	1
155	   1615.56	     71804	    203.58	1
156	   1620.12	     72072	    205.01	1
157	   1624.68	     72608	    206.76	1
158	   1629.24	     73144	    208.29	1
159	   1633.80	     73412	    209.63	1
160	   1638.36	     73948	    211.42	1
161	   1642.92	     74484	    212.87	1
162	   1647.48	     75020	    214.14	1
163	   1652.04	     75556	    215.87	1
164	   1656.60	     76092	    217.39	1
165	   1661.16	     76628	    218.71	1
166	   1665.72	     77164	    220.37	1
167	   1670.28	     77700	    221.95	1
168	   1674.84	     78236	    223.21	1
169	   1679.40	     78772	    224.93	1
170	   1683.96	     79308	    226.44	1
171	   1688.52	     79844	    227.76	1
172	   1693.08	     80380	    229.54	1
173	   1697.64	     80916	    231.10	1
