idx	time(ms)  	cwnd(bytes)	rtt(ms)   	loss(0-loss)
0	    250.02	      1052	     81.19	1
1	    335.81	      1588	     81.66	1
2	    419.33	      2124	     92.58	1
3	    423.89	      2660	     92.01	1
4	    505.12	      3196	     91.26	1
5	    509.68	      3732	     91.10	1
6	    514.24	      4268	     91.09	1
7	    590.92	      4804	     90.33	1
8	    595.48	      5340	     90.28	1
9	    600.04	      5876	     90.38	1
10	    604.60	      6412	     90.33	1
11	    674.43	      6948	     99.04	1
12	    678.99	      7484	     97.66	1
13	    683.55	      8020	     96.45	1
14	    688.11	      8556	     96.02	1
15	    692.67	      9092	     95.52	1
16	    697.23	      9628	     95.20	1
17	    757.95	     10164	    102.43	1
18	    762.51	     10700	    100.62	1
19	    767.07	     11236	     99.17	1
20	    771.63	     11772	     98.40	1
21	    776.19	     12308	     97.72	1
22	    780.75	     12844	     97.01	1
23	    785.31	     13380	     97.01	1
24	    789.87	     13916	     97.01	1
25	    794.43	     14184	     97.00	1
26	    841.46	     14720	    102.88	1
27	    846.02	     15256	    101.14	1
28	    850.58	     15792	     99.50	1
29	    855.14	     16060	     98.69	1
30	    859.70	     16596	     97.85	1
31	    864.26	     17132	     97.25	1
32	    868.82	     17668	     97.22	1
33	    873.38	     18204	     97.19	1
34	    877.94	     18740	     97.17	1
35	    882.50	     19276	     97.77	1
36	    887.06	     19812	     98.30	1
37	    891.62	     20348	     98.76	1
38	    896.18	     20884	     99.79	1
39	    900.74	     21152	    100.57	1
40	    927.26	     21688	     98.75	1
41	    931.82	     21956	     97.65	1
42	    936.38	     22492	     96.70	1
43	    940.94	     23028	     95.86	1
44	    945.50	     23564	     95.75	1
45	    950.06	     24100	     95.66	1
46	    954.62	     24636	     95.58	1
47	    959.18	     25172	     96.13	1
48	    963.74	     25708	     96.49	1
49	    968.30	     26244	     96.93	1
50	    972.86	     26780	     97.81	1
51	    977.42	     27316	     98.58	1
52	    981.98	     27852	     99.26	1
53	    986.54	     28388	    100.48	1
54	    991.10	     28924	    101.54	1
55	    995.66	     29460	    102.35	1
56	   1000.22	     29996	    103.68	1
57	   1004.78	     30532	    104.85	1
58	   1009.34	     31068	    105.86	1
59	   1013.90	     31604	    106.76	1
60	   1018.46	     31872	    108.16	1
61	   1023.02	     32408	    106.64	1
62	   1027.58	     32944	    105.31	1
63	   1032.14	     33480	    104.77	1
64	   1036.70	     34016	    104.18	1
65	   1041.26	     34552	    103.78	1
66	   1045.82	     35088	    103.93	1
67	   1050.38	     35356	    104.06	1
68	   1054.94	     35892	    104.06	1
69	   1059.50	     36428	    104.67	1
70	   1064.06	     36964	    105.34	1
71	   1068.62	     37500	    105.80	1
72	   1073.18	     38036	    106.82	1
73	   1077.74	     38572	    107.72	1
74	   1082.30	     39108	    108.50	1
75	   1086.86	     39644	    109.69	1
76	   1091.42	     40180	    110.86	1
77	   1095.98	     40716	    111.75	1
78	   1100.54	     41252	    113.16	1
79	   1105.10	     41788	    114.51	1
80	   1109.66	     42324	    116.20	1
81	   1114.22	     42860	    117.67	1
82	   1118.78	     43396	    118.84	1
83	   1123.34	     43932	    120.48	1
84	   1127.90	     44468	    121.92	1
85	   1132.46	     45004	    123.18	1
86	   1137.02	     45540	    124.91	1
87	   1141.58	     46076	    126.42	1
88	   1146.14	     46612	    127.74	1
89	   1150.70	     47148	    129.40	1
90	   1155.26	     47684	    130.97	1
91	   1159.82	     48220	    132.23	1
92	   1164.38	     48756	    133.32	1
93	   1168.94	     49292	    134.78	1
94	   1173.50	     49828	    136.19	1
95	   1178.06	     50364	    137.41	1
96	   1182.62	     50900	    138.99	1
97	   1187.18	     51436	    140.49	1
98	   1191.74	     51972	    141.68	1
99	   1196.30	     52508	    143.34	1
100	   1200.86	     53044	    144.80	1
101	   1205.42	     53580	    146.07	1
102	   1209.98	     54116	    147.69	1
103	   1214.54	     54652	    149.23	1
104	   1219.10	     55188	    150.57	1
105	   1223.66	     55724	    152.25	1
106	   1228.22	     56260	    153.72	1
107	   1232.78	     56796	    155.01	1
108	   1237.34	     57332	    156.75	1
109	   1241.90	     57868	    158.16	1
110	   1246.46	     58404	    159.52	1
111	   1251.02	     58940	    161.33	1
112	   1255.58	     59476	    162.78	1
113	   1260.14	     60012	    164.19	1
114	   1264.70	     60548	    165.91	1
115	   1269.26	     61084	    167.42	1
116	   1273.82	     61620	    168.75	1
117	   1278.38	     62156	    170.53	1
118	   1282.94	     62692	    171.96	1
119	   1287.50	     63228	    173.22	1
120	   1292.06	     63764	    174.94	1
121	   1296.62	     64300	    176.45	1
122	   1301.18	     64836	    178.39	1
123	   1305.74	     65372	    179.97	1
124	   1310.30	     65908	    181.47	1
125	   1314.86	     66444	    183.29	1
126	   1319.42	     66980	    184.88	1
127	   1323.98	     67516	    186.27	1
128	   1328.54	     68052	    188.11	1
129	   1333.10	     68588	    189.72	1
130	   1337.66	     69124	    191.00	1
131	   1342.22	     69660	    192.75	1
132	   1346.78	     70196	    194.28	1
133	   1351.34	     70732	    195.62	1
134	   1355.90	     71268	    197.30	1
135	   1360.46	     71804	    198.88	1
136	   1365.02	     72340	    200.27	1
137	   1369.58	     72876	    201.99	1
138	   1374.14	     73412	    203.62	1
139	   1378.70	     73948	    204.91	1
140	   1383.26	     74484	    206.67	1
141	   1387.82	     75020	    208.22	1
142	   1392.38	     75556	    209.56	1
143	   1396.94	     76092	    211.24	1
144	   1401.50	     76628	    212.71	1
145	   1406.06	     76896	    214.12	1
146	   1410.62	     77432	    215.86	1
147	   1415.18	     77968	    217.38	1
148	   1419.74	     78504	    218.70	1
149	   1424.30	     79040	    220.49	1
150	   1428.86	     79576	    221.93	1
151	   1433.42	     80112	    223.31	1
152	   1437.98	     80648	    225.02	1
153	   1442.54	     81184	    226.52	1
154	   1447.10	     81720	    227.96	1
155	   1451.66	     82256	    229.71	1
156	   1456.22	     82792	    231.25	1
157	   1460.78	     83328	    232.47	1
158	   1465.34	     83864	    234.16	1
159	   1469.90	     84400	    235.64	1
160	   1474.46	     84936	    237.56	1
161	   1479.02	     85472	    239.24	1
162	   1483.58	     86008	    240.71	1
163	   1488.14	     86544	    242.62	1
164	   1492.70	     87080	    244.17	1
165	   1497.26	     87616	    245.65	1
166	   1501.82	     88152	    247.44	1
167	   1506.38	     88688	    249.01	1
168	   1510.94	     89224	    250.26	1
169	   1515.50	     89760	    251.98	1
170	   1520.06	     90296	    253.60	1
171	   1524.62	     90832	    254.90	1
172	   1529.18	     91368	    256.67	1
173	   1533.74	     91904	    258.21	1
174	   1538.30	     92440	    259.56	1
