idx	time(ms)  	cwnd(bytes)	rtt(ms)   	loss(0-loss)
0	    250.02	      1052	     81.19	1
1	    335.81	      1588	     81.66	1
2	    419.33	      2124	     92.58	1
3	    423.89	      2660	     92.01	1
4	    505.12	      3196	     91.26	1
5	    509.68	      3732	     91.10	1
6	    514.24	      4268	     91.09	1
7	    590.92	      4804	     90.33	1
8	    595.48	      5340	     90.28	1
9	    600.04	      5876	     90.38	1
10	    604.60	      6412	     90.33	1
11	    674.43	      6948	     99.04	1
12	    678.99	      7484	     97.66	1
13	    683.55	      8020	     96.45	1
14	    688.11	      8556	     96.02	1
15	    692.67	      9092	     95.52	1
16	    697.23	      9628	     95.20	1
17	    757.95	     10164	    102.43	1
18	    762.51	     10700	    100.62	1
19	    767.07	     11236	     99.17	1
20	    771.63	     11772	     98.40	1
21	    776.19	     12308	     97.72	1
22	    780.75	     12576	     97.01	1
23	    785.31	     13112	     97.01	1
24	    789.87	     13648	     97.01	1
25	    794.43	     14184	     97.00	1
26	    841.46	     14720	    102.88	1
27	    846.02	     15256	    101.14	1
28	    850.58	     15792	     99.50	1
29	    855.14	     16328	     98.69	1
30	    859.70	     16864	     97.85	1
31	    864.26	     17400	     97.25	1
32	    868.82	     17936	     97.22	1
33	    873.38	     18472	     97.19	1
34	    877.94	     19008	     97.17	1
35	    882.50	     19544	     97.77	1
36	    887.06	     20080	     98.30	1
37	    891.62	     20616	     98.76	1
38	    896.18	     21152	     99.79	1
39	    900.74	     21688	    100.57	1
40	    927.26	     22224	     98.75	1
41	    931.82	     22760	     97.65	1
42	    936.38	     23296	     96.70	1
43	    940.94	     23832	     95.86	1
44	    945.50	     24368	     95.75	1
45	    950.06	     24904	     95.66	1
46	    954.62	     25440	     95.58	1
47	    959.18	     25976	     96.13	1
48	    963.74	     26512	     96.49	1
49	    968.30	     27048	     96.93	1
50	    972.86	     27584	     97.81	1
51	    977.42	     27852	     98.58	1
52	    981.98	     28388	     99.26	1
53	    986.54	     28924	    100.48	1
54	    991.10	     29460	    101.54	1
55	    995.66	     29996	    102.35	1
56	   1000.22	     30532	    103.68	1
57	   1004.78	     31068	    104.85	1
58	   1009.34	     31604	    105.86	1
59	   1013.90	     32140	    107.26	1
60	   1018.46	     32676	    108.60	1
61	   1023.02	     33212	    110.40	1
62	   1027.58	     33748	    109.10	1
63	   1032.14	     34284	    108.09	1
64	   1036.70	     34820	    107.70	1
65	   1041.26	     35356	    107.36	1
66	   1045.82	     35892	    107.07	1
67	   1050.38	     36428	    107.44	1
68	   1054.94	     36964	    107.63	1
69	   1059.50	     37500	    107.80	1
70	   1064.06	     38036	    108.58	1
71	   1068.62	     38572	    109.25	1
72	   1073.18	     39108	    109.85	1
73	   1077.74	     39644	    110.87	1
74	   1082.30	     40180	    111.88	1
75	   1086.86	     40716	    112.65	1
76	   1091.42	     41252	    113.94	1
77	   1095.98	     41788	    115.07	1
78	   1100.54	     42324	    116.06	1
79	   1105.10	     42860	    117.56	1
80	   1109.66	     43396	    118.86	1
81	   1114.22	     43932	    120.00	1
82	   1118.78	     44468	    121.50	1
83	   1123.34	     45004	    122.81	1
84	   1127.90	     45540	    123.96	1
85	   1132.46	     46076	    125.59	1
86	   1137.02	     46612	    127.02	1
87	   1141.58	     47148	    128.27	1
88	   1146.14	     47684	    129.98	1
89	   1150.70	     48220	    131.36	1
90	   1155.26	     48756	    132.69	1
91	   1159.82	     49292	    134.35	1
92	   1164.38	     49828	    135.81	1
93	   1168.94	     50364	    136.96	1
94	   1173.50	     50900	    138.59	1
95	   1178.06	     51436	    140.14	1
96	   1182.62	     51972	    141.37	1
97	   1187.18	     52508	    143.08	1
98	   1191.74	     53044	    144.57	1
99	   1196.30	     53580	    145.87	1
100	   1200.86	     54116	    147.51	1
101	   1205.42	     54652	    149.07	1
102	   1209.98	     55188	    150.31	1
103	   1214.54	     55724	    152.02	1
104	   1219.10	     56260	    153.65	1
105	   1223.66	     56796	    154.94	1
106	   1228.22	     57332	    156.70	1
107	   1232.78	     57868	    158.11	1
108	   1237.34	     58404	    159.47	1
109	   1241.90	     58940	    161.16	1
110	   1246.46	     59476	    162.64	1
111	   1251.02	     60012	    164.06	1
112	   1255.58	     60548	    165.80	1
113	   1260.14	     61084	    167.33	1
114	   1264.70	     61620	    168.66	1
115	   1269.26	     62156	    170.45	1
116	   1273.82	     62692	    171.90	1
117	   1278.38	     63228	    173.28	1
118	   1282.94	     63764	    175.00	1
119	   1287.50	     64300	    176.50	1
120	   1292.06	     64836	    178.44	1
121	   1296.62	     65372	    180.01	1
122	   1301.18	     65908	    181.51	1
123	   1305.74	     66444	    183.32	1
124	   1310.30	     66980	    184.90	1
125	   1314.86	     67516	    186.29	1
126	   1319.42	     68052	    188.13	1
127	   1323.98	     68588	    189.61	1
128	   1328.54	     69124	    191.04	1
129	   1333.10	     69660	    192.91	1
130	   1337.66	     70196	    194.42	1
131	   1342.22	     70732	    195.74	1
132	   1346.78	     71268	    197.40	1
133	   1351.34	     71804	    198.97	1
134	   1355.90	     72340	    200.23	1
135	   1360.46	     72876	    201.95	1
136	   1365.02	     73412	    203.58	1
137	   1369.58	     73948	    204.88	1
138	   1374.14	     74484	    206.65	1
139	   1378.70	     75020	    208.19	1
140	   1383.26	     75556	    209.54	1
141	   1387.82	     76092	    211.22	1
142	   1392.38	     76628	    212.82	1
143	   1396.94	     77164	    214.09	1
144	   1401.50	     77700	    215.83	1
145	   1406.06	     78236	    217.35	1
146	   1410.62	     78772	    218.68	1
147	   1415.18	     79308	    220.47	1
148	   1419.74	     79844	    221.91	1
149	   1424.30	     80380	    223.30	1
150	   1428.86	     80916	    225.01	1
151	   1433.42	     81452	    226.51	1
152	   1437.98	     81988	    227.82	1
153	   1442.54	     82524	    229.59	1
154	   1447.10	     83060	    231.15	1
155	   1451.66	     83596	    232.50	1
156	   1456.22	     84132	    234.31	1
157	   1460.78	     84668	    235.77	1
158	   1465.34	     85204	    237.68	1
159	   1469.90	     85740	    239.22	1
160	   1474.46	     86276	    240.69	1
161	   1479.02	     86812	    242.60	1
162	   1483.58	     87348	    244.15	1
163	   1488.14	     87884	    245.63	1
164	   1492.70	     88420	    247.43	1
165	   1497.26	     88956	    249.00	1
166	   1501.82	     89492	    250.38	1
167	   1506.38	     90028	    252.20	1
168	   1510.94	     90564	    253.68	1
169	   1515.50	     91100	    254.97	1
170	   1520.06	     91636	    256.72	1
171	   1524.62	     92172	    258.26	1
172	   1529.18	     92708	    259.60	1
173	   1533.74	     93244	    261.27	1
174	   1538.30	     93780	    262.87	1
