idx	time(ms)  	cwnd(bytes)	rtt(ms)   	loss(0-loss)
0	    250.02	      1052	     81.19	1
1	    335.81	      1320	     81.66	1
2	    421.61	      1856	     82.21	1
3	    505.12	      2392	     93.18	1
4	    509.68	      2928	     92.53	1
5	    590.92	      3464	     91.59	1
6	    595.48	      4000	     91.39	1
7	    600.04	      4536	     91.34	1
8	    676.71	      5072	     90.67	1
9	    681.27	      5608	     90.72	1
10	    685.83	      6144	     90.63	1
11	    690.39	      6680	     90.55	1
12	    760.23	      7216	     99.23	1
13	    764.79	      7752	     97.83	1
14	    769.35	      8288	     96.60	1
15	    773.91	      8824	     96.02	1
16	    778.47	      9360	     95.64	1
17	    783.03	      9896	     95.31	1
18	    843.74	     10432	    102.53	1
19	    848.30	     10968	    100.71	1
20	    852.86	     11504	     99.62	1
21	    857.42	     12040	     98.79	1
22	    861.98	     12576	     97.94	1
23	    866.54	     13112	     97.83	1
24	    871.10	     13648	     97.85	1
25	    875.66	     14184	     97.74	1
26	    880.22	     14720	     98.27	1
27	    884.78	     15256	     98.61	1
28	    929.54	     15792	     97.04	1
29	    934.10	     16328	     96.28	1
30	    938.66	     16864	     95.50	1
31	    943.22	     17400	     94.94	1
32	    947.78	     17936	     94.94	1
33	    952.34	     18472	     94.95	1
34	    956.90	     19008	     94.96	1
35	    961.46	     19544	     95.59	1
36	    966.02	     20080	     96.14	1
37	    970.58	     20616	     96.50	1
38	    975.14	     21152	     97.43	1
39	    979.70	     21688	     98.25	1
40	    984.26	     22224	     98.97	1
41	    988.82	     22760	    100.10	1
42	    993.38	     23296	    101.21	1
43	   1015.33	     23832	     99.31	1
44	   1019.89	     24368	     98.15	1
45	   1024.45	     24904	     97.13	1
46	   1029.01	     25440	     96.36	1
47	   1033.57	     25976	     96.19	1
48	   1038.13	     26512	     96.04	1
49	   1042.69	     27048	     95.91	1
50	   1047.25	     27584	     96.42	1
51	   1051.81	     28120	     96.75	1
52	   1056.37	     28656	     97.15	1
53	   1060.93	     29192	     98.01	1
54	   1065.49	     29728	     98.76	1
55	   1070.05	     30264	     99.41	1
56	   1074.61	     30800	    100.49	1
57	   1079.17	     31336	    101.55	1
58	   1083.73	     31872	    102.36	1
59	   1088.29	     32408	    103.69	1
60	   1092.85	     32944	    104.85	1
61	   1097.41	     33480	    106.49	1
62	   1101.97	     34016	    107.81	1
63	   1106.53	     34552	    109.08	1
64	   1111.09	     35088	    110.82	1
65	   1115.65	     35624	    112.22	1
66	   1120.21	     36160	    111.32	1
67	   1124.77	     36696	    111.03	1
68	   1129.33	     37232	    110.90	1
69	   1133.89	     37768	    110.66	1
70	   1138.45	     38304	    111.08	1
71	   1143.01	     38840	    111.44	1
72	   1147.57	     39376	    111.76	1
73	   1152.13	     39912	    112.67	1
74	   1156.69	     40448	    113.33	1
75	   1161.25	     40984	    114.04	1
76	   1165.81	     41520	    115.16	1
77	   1170.37	     42056	    116.14	1
78	   1174.93	     42592	    117.00	1
79	   1179.49	     43128	    118.37	1
80	   1184.05	     43664	    119.58	1
81	   1188.61	     44200	    120.63	1
82	   1193.17	     44736	    122.18	1
83	   1197.73	     45272	    123.40	1
84	   1202.29	     45808	    124.48	1
85	   1206.85	     46344	    125.92	1
86	   1211.41	     46880	    127.30	1
87	   1215.97	     47416	    128.39	1
88	   1220.53	     47952	    129.97	1
89	   1225.09	     48488	    131.47	1
90	   1229.65	     49024	    132.66	1
91	   1234.21	     49560	    134.33	1
92	   1238.77	     50096	    135.79	1
93	   1243.33	     50632	    137.06	1
94	   1247.89	     51168	    138.68	1
95	   1252.45	     51704	    140.22	1
96	   1257.01	     52240	    141.57	1
97	   1261.57	     52776	    143.25	1
98	   1266.13	     53312	    144.72	1
99	   1270.69	     53848	    146.50	1
100	   1275.25	     54384	    148.19	1
101	   1279.81	     54920	    149.54	1
102	   1284.37	     55456	    151.35	1
103	   1288.93	     55992	    152.93	1
104	   1293.49	     56528	    154.31	1
