idx	time(ms)  	cwnd(bytes)	rtt(ms)   	loss(0-loss)
0	    250.02	      1052	     81.19	1
1	    335.81	      1052	     81.66	1
2	    421.61	      1588	     82.21	1
3	    505.12	      2124	     93.18	1
4	    509.68	      2392	     92.53	1
5	    590.92	      2660	     91.59	1
6	    595.48	      2660	     90.89	1
7	    674.43	      3196	    100.16	1
8	    678.99	      3732	     98.64	1
9	    683.55	      4268	     97.31	1
10	    760.23	      3732	     95.89	1
11	    764.79	      4000	     95.16	1
12	    769.35	      4536	     94.64	1
13	    843.74	      5072	    102.81	1
14	    848.30	      5608	    100.96	1
15	    852.86	      5876	     99.34	1
16	    857.42	      5876	     97.92	1
17	    927.26	      5608	    105.43	1
18	    931.82	      5876	    103.25	1
19	    936.38	      5608	    101.34	1
20	    940.94	      6144	    100.18	1
21	    945.50	      6680	     99.28	1
22	   1013.05	      7216	     97.62	1
23	   1017.61	      7216	     96.67	1
24	   1022.17	      6948	     95.33	1
25	   1026.73	      6680	     94.67	1
26	   1031.29	      7216	     94.21	1
27	   1035.85	      7216	     93.68	1
28	   1096.57	      7752	    100.85	1
29	   1101.12	      8288	     99.24	1
30	   1105.68	      8020	     97.84	1
31	   1112.53	      8288	     96.36	1
32	   1117.09	      8824	     95.69	1
33	   1121.64	      9360	     94.98	1
34	   1126.20	      9896	     94.48	1
35	   1180.08	     10432	    100.79	1
36	   1184.64	     10700	     99.19	1
37	   1189.20	     10968	     97.80	1
38	   1193.76	     11504	     96.57	1
39	   1198.32	     12040	     95.25	1
40	   1202.88	     12308	     94.59	1
41	   1207.44	     12844	     94.02	1
42	   1212.00	     12844	     93.52	1
43	   1216.56	     13112	     93.70	1
44	   1221.12	     13648	     93.86	1
45	   1265.87	     14184	     92.76	1
46	   1270.43	     14452	     91.91	1
47	   1274.99	     14988	     91.67	1
48	   1279.55	     14988	     91.46	1
49	   1284.11	     15524	     91.41	1
50	   1288.67	     15792	     91.86	1
51	   1293.23	     15256	     92.25	1
52	   1297.79	     15792	     92.59	1
53	   1302.35	     16328	     92.89	1
54	   1306.91	     16864	     93.16	1
55	   1311.47	     17132	     94.01	1
56	   1316.03	     17668	     94.76	1
57	   1320.59	     17400	     95.29	1
58	   1349.39	     17936	     99.38	1
59	   1353.95	     18204	     97.96	1
60	   1358.51	     18472	     96.71	1
61	   1363.07	     19008	     96.25	1
62	   1367.63	     19544	     95.84	1
63	   1372.19	     20080	     95.49	1
64	   1376.75	     20348	     95.05	1
65	   1381.31	     20616	     94.79	1
66	   1385.87	     21152	     94.44	1
67	   1390.43	     21152	     94.26	1
68	   1394.99	     21420	     94.61	1
69	   1399.55	     21956	     94.91	1
70	   1404.11	     22492	     95.29	1
71	   1408.67	     23028	     96.13	1
72	   1413.23	     23564	     96.86	1
73	   1417.79	     23832	     97.38	1
74	   1422.35	     24100	     97.96	1
75	   1435.18	     24636	     96.46	1
76	   1439.74	     25172	     95.66	1
77	   1444.30	     25708	     95.07	1
78	   1448.86	     26244	     94.44	1
79	   1453.42	     25976	     93.88	1
80	   1457.98	     26244	     93.90	1
81	   1462.54	     26780	     94.04	1
82	   1467.10	     27316	     94.16	1
83	   1471.66	     27852	     94.76	1
84	   1476.22	     28120	     95.42	1
85	   1480.78	     28656	     95.86	1
86	   1485.34	     29192	     96.38	1
87	   1489.90	     29728	     96.71	1
88	   1494.46	     29996	     97.62	1
89	   1499.02	     30532	     98.54	1
90	   1503.58	     31068	     99.22	1
91	   1508.14	     31604	    100.45	1
92	   1512.70	     31872	    101.39	1
93	   1517.26	     32140	    102.34	1
94	   1521.82	     32676	    103.67	1
95	   1526.38	     33212	    104.84	1
96	   1530.94	     33748	    105.86	1
97	   1535.50	     34284	    106.75	1
98	   1540.06	     34820	    108.16	1
99	   1544.62	     35088	    108.26	1
100	   1549.18	     35356	    108.48	1
101	   1553.74	     35624	    109.17	1
102	   1558.30	     36160	    109.77	1
103	   1562.86	     36696	    110.30	1
104	   1567.42	     36964	    110.76	1
105	   1571.98	     36964	    111.17	1
106	   1576.54	     37500	    112.15	1
107	   1581.10	     37768	    113.00	1
108	   1585.66	     38304	    113.63	1
109	   1590.22	     38840	    114.80	1
110	   1594.78	     39376	    115.83	1
111	   1599.34	     39912	    116.72	1
112	   1603.90	     40448	    118.01	1
113	   1608.46	     40448	    119.25	1
114	   1613.02	     40984	    120.35	1
115	   1617.58	     41520	    121.81	1
116	   1622.14	     42056	    123.20	1
117	   1626.70	     42324	    124.30	1
118	   1631.26	     42592	    125.89	1
119	   1635.82	     43128	    127.15	1
120	   1640.38	     43664	    128.38	1
121	   1644.94	     44200	    129.96	1
122	   1649.50	     44468	    131.34	1
123	   1654.06	     45004	    132.67	1
124	   1658.62	     45540	    133.71	1
125	   1663.18	     46076	    135.25	1
126	   1667.74	     46344	    136.59	1
127	   1672.30	     46612	    137.77	1
128	   1676.86	     47148	    139.30	1
129	   1681.42	     47684	    140.76	1
130	   1685.98	     48220	    141.92	1
131	   1690.54	     48488	    143.55	1
132	   1695.10	     49024	    144.98	1
133	   1699.66	     49024	    146.23	1
134	   1704.22	     49560	    147.33	1
135	   1708.78	     50096	    148.79	1
136	   1713.34	     50364	    150.19	1
137	   1717.90	     50632	    151.29	1
138	   1722.46	     50900	    152.88	1
139	   1727.02	     51436	    154.40	1
140	   1731.58	     51972	    155.59	1
141	   1736.14	     52508	    156.77	1
142	   1740.70	     53044	    157.67	1
143	   1745.26	     53580	    159.09	1
144	   1749.82	     54116	    160.20	1
145	   1754.38	     54384	    161.30	1
146	   1758.94	     54920	    162.76	1
147	   1763.50	     55188	    164.04	1
148	   1768.06	     55724	    165.29	1
149	   1772.62	     56260	    166.88	1
150	   1777.18	     56796	    168.27	1
151	   1781.74	     57332	    169.48	1
152	   1786.30	     57868	    170.55	1
153	   1790.86	     58404	    171.98	1
154	   1795.42	     58404	    173.23	1
155	   1799.98	     58940	    174.33	1
156	   1804.54	     59476	    175.91	1
157	   1809.10	     60012	    177.30	1
158	   1813.66	     60548	    178.51	1
159	   1818.22	     61084	    179.57	1
160	   1822.78	     61352	    181.00	1
161	   1827.34	     61888	    182.38	1
162	   1831.90	     62156	    183.45	1
163	   1836.46	     62692	    185.02	1
164	   1841.02	     62960	    186.52	1
165	   1845.58	     63496	    187.70	1
166	   1850.14	     64032	    189.37	1
167	   1854.70	     64568	    190.69	1
168	   1859.26	     64836	    191.98	1
169	   1863.82	     65372	    193.61	1
170	   1868.38	     65908	    195.03	1
171	   1872.94	     66176	    196.28	1
172	   1877.50	     66712	    197.37	1
173	   1882.06	     67248	    198.95	1
174	   1886.62	     67784	    200.33	1
175	   1891.18	     68320	    201.54	1
176	   1895.74	     68856	    203.10	1
177	   1900.30	     69392	    204.58	1
178	   1904.86	     69660	    205.76	1
179	   1909.42	     70196	    207.42	1
180	   1913.98	     70464	    208.74	1
181	   1918.54	     71000	    210.02	1
182	   1923.10	     71536	    211.14	1
183	   1927.66	     72072	    212.63	1
184	   1932.22	     72608	    214.05	1
185	   1936.78	     73144	    215.17	1
186	   1941.34	     73680	    216.27	1
187	   1945.90	     74216	    217.11	1
188	   1950.46	     74752	    218.47	1
189	   1955.02	     75288	    219.66	1
190	   1959.58	     75824	    220.71	1
191	   1964.14	     76360	    222.24	1
192	   1968.70	     76896	    223.46	1
193	   1973.26	     77432	    224.65	1
194	   1977.82	     77968	    226.20	1
