idx	time(ms)  	cwnd(bytes)	rtt(ms)   	loss(0-loss)
0	    447.74	       784	    105.81	1
1	    731.25	       536	    128.09	1
2	   1014.77	       536	    147.45	1
3	   1298.28	       804	    164.52	1
4	   1581.80	       536	    179.33	1
5	   1865.31	       536	    192.41	1
6	   2148.83	       536	    203.74	1
7	   2432.34	       536	    213.77	1
8	   2715.86	       536	    222.42	1
9	   2999.37	       536	    230.12	1
10	   3282.89	       536	    236.73	1
11	   3566.40	       536	    242.64	1
12	   3849.91	       536	    247.68	1
13	   4133.43	       536	    252.22	1
14	   4416.94	       536	    256.07	1
15	   4700.46	       536	    259.56	1
16	   4983.97	       536	    262.49	1
17	   5069.77	      1072	    240.43	1
18	   5353.28	       536	    245.88	1
19	   5636.80	       536	    250.52	1
20	   5920.31	       536	    254.70	1
21	   6203.82	       536	    258.24	1
22	   6487.34	       536	    261.46	1
23	   6770.85	       536	    264.15	1
24	   7054.37	       536	    266.63	1
25	   7337.88	       536	    268.68	1
26	   7621.40	       536	    270.59	1
27	   7904.91	       536	    272.14	1
28	   8188.42	       536	    273.63	1
29	   8471.94	       536	    274.80	1
30	   8755.45	       536	    275.95	1
31	   9038.97	       536	    276.83	1
32	   9322.48	       536	    277.73	1
33	   9606.00	       536	    278.38	1
34	   9889.51	       536	    279.09	1
35	  10173.02	       536	    279.70	1
36	  10456.54	       536	    280.11	1
37	  10740.05	       536	    280.60	1
38	  11023.57	       536	    280.90	1
39	  11307.08	       536	    281.29	1
40	  11590.60	       536	    281.50	1
41	  11874.11	       536	    281.81	1
42	  12157.63	       536	    281.96	1
43	  12441.14	       536	    282.22	1
44	  12724.66	       536	    282.31	1
45	  13008.17	       536	    282.52	1
46	  13291.68	       536	    282.58	1
47	  13575.20	       536	    282.76	1
48	  13858.71	       536	    282.79	1
49	  14142.23	       536	    282.94	1
50	  14425.74	       536	    282.95	1
51	  14709.25	       536	    283.08	1
52	  14992.77	       536	    283.07	1
53	  15276.28	       536	    283.19	1
54	  15559.80	       536	    283.16	1
55	  15843.31	       536	    283.27	1
56	  16126.83	       536	    283.23	1
57	  16410.34	       536	    283.33	1
58	  16693.86	       536	    283.29	1
59	  16977.37	       536	    283.38	1
60	  17260.88	       804	    283.33	1
61	  17544.40	       536	    283.41	1
62	  17630.19	      1072	    258.74	1
63	  17913.71	       536	    261.77	1
64	  17999.50	      1072	    239.80	1
65	  18283.02	       536	    245.32	1
66	  18566.53	       536	    250.03	1
67	  18850.05	       536	    254.28	1
68	  19133.56	       536	    257.87	1
69	  19417.08	       536	    261.13	1
70	  19700.59	       536	    263.87	1
71	  19984.10	       536	    266.38	1
72	  20267.62	       536	    268.46	1
73	  20551.13	       536	    270.40	1
74	  20834.65	       536	    271.98	1
75	  21118.16	       536	    273.48	1
76	  21401.67	       536	    274.67	1
77	  21685.19	       536	    275.84	1
78	  21968.70	       536	    276.73	1
79	  22252.22	       536	    277.64	1
80	  22535.73	       536	    278.31	1
81	  22819.25	       536	    279.02	1
82	  23102.76	       536	    279.52	1
83	  23386.28	       536	    280.08	1
84	  23669.79	       536	    280.44	1
85	  23953.31	       536	    280.89	1
86	  24236.82	       536	    281.15	1
87	  24520.33	       536	    281.51	1
88	  24803.85	       536	    281.69	1
89	  25087.36	       536	    281.98	1
90	  25370.88	       536	    282.11	1
91	  25654.39	       536	    282.35	1
92	  25937.91	       536	    282.43	1
93	  26221.42	       536	    282.62	1
94	  26504.94	       536	    282.67	1
95	  26788.45	       536	    282.84	1
96	  26874.24	      1072	    258.23	1
