idx	time(ms)  	cwnd(bytes)	rtt(ms)   	loss(0-loss)
0	    447.74	       536	    105.81	1
1	    731.25	       536	    128.09	1
2	    817.05	      1072	    122.83	1
3	    902.84	      1072	    118.10	1
4	   1186.36	       804	    138.83	1
5	   1469.87	       804	    156.85	1
6	   1753.39	       536	    172.75	1
7	   1839.18	      1072	    161.91	1
8	   1924.98	      1608	    152.29	1
9	   2008.49	      2144	    154.38	1
10	   2013.05	      2680	    146.21	1
11	   2094.28	      3216	    138.68	1
12	   2098.84	      2680	    132.60	1
13	   2103.41	      3216	    127.27	1
14	   2182.36	      3216	    122.36	1
15	   2186.92	      2680	    118.07	1
16	   2191.48	      2680	    114.31	1
17	   2270.43	      3216	    111.02	1
18	   2274.99	      3752	    108.14	1
19	   2279.55	      4288	    105.62	1
20	   2356.23	      4824	    103.17	1
21	   2360.79	      4288	    101.53	1
22	   2365.35	      3752	    100.21	1
23	   2369.91	      4288	     98.93	1
24	   2439.74	      4824	    106.57	1
25	   2448.86	      5360	    104.25	1
26	   2453.42	      5896	    102.22	1
27	   2457.98	      5360	    100.44	1
28	   2523.26	      5092	    107.13	1
29	   2527.82	      4824	    104.74	1
30	   2534.66	      4824	    102.40	1
31	   2539.22	      4824	    100.97	1
32	   2606.77	      5360	    106.98	1
33	   2611.33	      5896	    104.61	1
34	   2618.17	      5628	    102.90	1
35	   2622.73	      5092	    101.04	1
36	   2627.29	      5092	     99.41	1
37	   2692.57	      5360	     97.73	1
38	   2697.13	      5360	     96.89	1
39	   2706.25	      5092	     95.78	1
40	   2710.81	      5092	     94.81	1
41	   2715.37	      5628	     93.96	1
42	   2778.36	      5092	     92.96	1
43	   2789.76	      4556	     92.84	1
44	   2794.32	      4824	     92.24	1
45	   2798.88	      5360	     91.71	1
46	   2861.88	      4824	     98.49	1
47	   2875.55	      5092	     96.93	1
48	   2880.11	      5092	     96.19	1
49	   2884.68	      4556	     95.42	1
50	   2945.39	      4824	    101.86	1
51	   2959.07	      4556	    101.38	1
52	   2963.63	      4556	     99.71	1
53	   2970.47	      4556	     98.00	1
54	   3028.90	      4020	    103.75	1
55	   3044.86	      4020	    101.40	1
56	   3049.42	      3484	     99.48	1
57	   3112.42	      3216	    104.79	1
58	   3128.38	      2680	    104.19	1
59	   3135.22	      3216	    101.92	1
60	   3211.89	      2948	    101.55	1
61	   3216.45	      2412	     99.86	1
62	   3295.41	      1876	    107.38	1
63	   3378.92	      1340	    114.20	1
64	   3464.72	      1876	    110.68	1
65	   3548.23	      1340	    118.09	1
66	   3831.74	       804	    138.71	1
67	   3917.54	      1340	    132.12	1
68	   4003.33	      1876	    126.35	1
69	   4086.85	      2412	    131.69	1
70	   4091.41	      2948	    126.22	1
71	   4172.64	      2412	    121.20	1
72	   4177.20	      2948	    117.42	1
73	   4258.44	      2412	    113.49	1
74	   4263.00	      2948	    110.56	1
75	   4344.23	      2948	    107.49	1
76	   4348.79	      2412	    105.30	1
77	   4427.74	      2948	    112.76	1
78	   4434.59	      3484	    109.42	1
79	   4511.26	      4020	    116.12	1
80	   4515.82	      4556	    112.60	1
81	   4520.38	      4288	    109.28	1
82	   4594.77	      4288	    115.62	1
83	   4599.33	      4556	    112.16	1
84	   4603.89	      5092	    109.14	1
85	   4608.45	      5628	    106.50	1
