idx	time(ms)  	cwnd(bytes)	rtt(ms)   	loss(0-loss)
0	    447.74	       536	    105.81	1
1	    533.53	      1072	    103.33	1
2	    619.33	      1072	    101.17	1
3	    705.12	      1072	     99.27	1
4	    790.92	      1608	     97.49	1
5	    874.43	      1072	    106.43	1
6	   1157.95	       536	    128.50	1
7	   1243.74	      1072	    123.19	1
8	   1329.54	      1072	    118.54	1
9	   1613.05	       536	    139.22	1
10	   1896.57	       536	    157.19	1
11	   2180.08	       536	    173.04	1
12	   2265.87	      1072	    162.04	1
13	   2351.67	      1072	    152.53	1
14	   2437.46	      1072	    144.22	1
15	   2523.26	      1072	    136.94	1
16	   2609.05	      1072	    130.57	1
17	   2694.85	      1340	    124.88	1
18	   2780.64	      1340	    120.02	1
19	   3064.16	       804	    140.51	1
20	   3149.95	      1340	    133.57	1
21	   3235.74	      1876	    127.63	1
22	   3319.26	      2412	    132.92	1
23	   3323.82	      2680	    127.31	1
24	   3405.05	      2680	    122.14	1
25	   3409.61	      2680	    118.13	1
26	   3488.57	      2144	    123.99	1
27	   3493.13	      2144	    119.49	1
28	   3574.36	      2412	    115.30	1
29	   3578.92	      2948	    111.51	1
30	   3660.16	      3216	    108.33	1
31	   3664.72	      3216	    106.03	1
32	   3669.28	      3216	    104.16	1
33	   3745.95	      2680	    101.76	1
34	   3750.51	      2948	     99.79	1
35	   3829.46	      2948	    107.32	1
36	   3834.02	      3484	    105.03	1
37	   3912.98	      3484	    112.15	1
38	   3917.54	      2948	    109.13	1
39	   3922.10	      3484	    106.49	1
40	   4001.05	      3484	    104.30	1
41	   4005.61	      4020	    102.26	1
42	   4010.17	      3752	    100.48	1
43	   4086.85	      3216	     98.55	1
44	   4091.41	      3216	     97.48	1
45	   4095.97	      2948	     96.54	1
46	   4172.64	      2412	     95.22	1
47	   4179.48	      2412	     94.32	1
48	   4258.44	      2412	     93.28	1
49	   4265.28	      2948	     92.37	1
50	   4344.23	      2412	     91.58	1
51	   4348.79	      2144	     91.38	1
52	   4430.02	      1608	     90.71	1
53	   4513.54	      1608	     99.99	1
54	   4597.05	      1876	    108.37	1
55	   4680.57	      1340	    115.70	1
56	   4766.36	      1608	    111.98	1
57	   4849.88	      2144	    119.11	1
58	   4854.44	      2144	    115.22	1
59	   4935.67	      2680	    111.57	1
60	   4940.23	      2680	    108.37	1
61	   5019.19	      2680	    115.45	1
62	   5023.75	      3216	    112.02	1
63	   5102.70	      2680	    118.27	1
64	   5107.26	      2680	    114.48	1
65	   5186.22	      2680	    120.55	1
66	   5190.77	      3216	    116.48	1
