idx	time(ms)  	cwnd(bytes)	rtt(ms)   	loss(0-loss)
0	    447.74	       784	    105.81	1
1	    731.25	       536	    128.09	1
2	   1014.77	       804	    147.45	1
3	   1298.28	       536	    164.52	1
4	   1581.80	       536	    179.33	1
5	   1667.59	      1072	    167.66	1
6	   1753.39	      1072	    157.46	1
7	   1839.18	      1608	    148.52	1
8	   1922.70	      1608	    151.08	1
9	   2006.21	      2144	    153.07	1
10	   2010.77	      1608	    144.94	1
11	   2094.28	      2144	    137.82	1
12	   2098.84	      1876	    131.59	1
13	   2182.36	      2412	    126.14	1
14	   2186.92	      2680	    121.38	1
15	   2268.15	      3216	    116.95	1
16	   2272.71	      2680	    113.58	1
17	   2277.27	      3216	    110.76	1
18	   2356.23	      3216	    107.92	1
19	   2360.79	      3216	    105.43	1
20	   2365.35	      2948	    103.25	1
21	   2442.02	      2948	    101.09	1
22	   2448.86	      2412	     99.45	1
23	   2525.54	      1876	    107.02	1
24	   2609.05	      2412	    113.77	1
25	   2613.61	      1876	    110.55	1
26	   2697.13	      2144	    107.73	1
27	   2701.69	      1608	    105.26	1
28	   2785.20	      1608	    103.11	1
29	   2868.72	      1608	    111.09	1
30	   2952.23	      1876	    118.08	1
31	   3035.74	      2412	    124.20	1
32	   3040.30	      2948	    119.67	1
33	   3121.54	      2948	    115.46	1
34	   3126.10	      2948	    112.40	1
35	   3205.05	      2948	    118.98	1
36	   3209.61	      2680	    115.11	1
37	   3288.57	      3216	    120.97	1
38	   3293.13	      3752	    116.85	1
39	   3297.69	      4288	    113.24	1
40	   3374.36	      4020	    109.84	1
41	   3378.92	      4020	    107.36	1
42	   3383.48	      3484	    105.19	1
43	   3457.88	      2948	    112.04	1
44	   3462.43	      3484	    109.03	1
45	   3541.39	      3216	    115.15	1
46	   3545.95	      3752	    111.76	1
47	   3550.51	      4288	    108.79	1
48	   3627.18	      4020	    105.94	1
49	   3631.74	      4020	    103.95	1
50	   3636.30	      3484	    102.33	1
51	   3710.70	      3752	    109.54	1
52	   3715.26	      3484	    106.85	1
53	   3722.10	      2948	    104.24	1
54	   3794.21	      3216	    110.96	1
55	   3805.61	      3752	    108.34	1
56	   3810.17	      3752	    105.80	1
57	   3880.01	      4020	    103.32	1
58	   3889.13	      4556	    102.28	1
59	   3893.69	      5092	    100.50	1
60	   3963.52	      4824	    107.06	1
61	   3968.08	      4824	    104.68	1
62	   3974.92	      4824	    102.22	1
63	   3979.48	      5360	    100.69	1
64	   4047.04	      5092	    107.35	1
65	   4051.60	      5360	    104.94	1
66	   4058.44	      5896	    103.07	1
67	   4063.00	      6432	    101.18	1
68	   4130.55	      5896	    107.41	1
69	   4135.11	      5360	    104.98	1
70	   4139.67	      4824	    102.86	1
71	   4144.23	      4824	    101.63	1
72	   4148.79	      4288	    100.17	1
73	   4214.06	      4556	    106.65	1
74	   4223.19	      4288	    104.32	1
75	   4227.74	      4288	    102.28	1
76	   4234.59	      4020	    100.25	1
77	   4299.86	      3484	     98.34	1
78	   4308.98	      2948	     96.67	1
79	   4318.10	      2948	     95.96	1
80	   4392.49	      2948	     95.59	1
81	   4401.61	      3484	     95.27	1
82	   4476.01	      2948	    103.11	1
83	   4480.57	      2412	    101.22	1
84	   4559.52	      2680	    108.32	1
85	   4566.36	      2948	    105.53	1
86	   4643.04	      2412	    112.71	1
87	   4649.88	      2680	    109.87	1
88	   4728.83	      3216	    106.76	1
89	   4733.39	      2680	    104.67	1
90	   4737.95	      2144	    102.58	1
91	   4816.91	      1876	    100.76	1
