idx	time(ms)  	cwnd(bytes)	rtt(ms)   	loss(0-loss)
0	    447.74	       536	    105.81	1
1	    533.53	      1072	    103.33	1
2	    817.05	       536	    125.92	1
3	    902.84	      1072	    120.80	1
4	   1186.36	       536	    141.20	1
5	   1469.87	       536	    158.93	1
6	   1753.39	       536	    174.56	1
7	   1839.18	      1072	    163.49	1
8	   1924.98	      1608	    153.68	1
9	   2008.49	      1876	    155.59	1
10	   2092.01	      2412	    157.15	1
11	   2096.57	      2948	    148.50	1
12	   2177.80	      2680	    140.56	1
13	   2182.36	      3216	    134.24	1
14	   2261.31	      3484	    138.09	1
15	   2265.87	      2948	    131.83	1
16	   2270.43	      2680	    126.35	1
17	   2349.39	      2948	    121.56	1
18	   2353.95	      2412	    117.36	1
19	   2432.90	      2948	    122.94	1
20	   2439.74	      3216	    118.32	1
21	   2516.42	      2680	    123.91	1
22	   2520.98	      2144	    119.42	1
23	   2599.93	      1608	    124.49	1
24	   2683.45	      1072	    129.31	1
25	   2966.96	       536	    148.52	1
26	   3052.76	      1072	    140.70	1
27	   3138.55	      1072	    133.86	1
28	   3224.34	      1340	    127.88	1
29	   3310.14	      1340	    122.65	1
30	   3395.93	      1876	    117.94	1
31	   3479.45	      1876	    124.32	1
32	   3562.96	      1876	    129.66	1
33	   3646.47	      2412	    134.32	1
34	   3651.03	      2680	    128.66	1
35	   3732.27	      2144	    123.33	1
36	   3736.83	      2412	    119.16	1
37	   3818.06	      2680	    115.02	1
38	   3822.62	      2680	    111.39	1
39	   3901.58	      2680	    118.09	1
40	   3906.14	      3216	    114.33	1
41	   3985.09	      3484	    120.41	1
42	   3989.65	      3484	    116.36	1
43	   3994.21	      3484	    112.82	1
44	   4070.89	      4020	    109.34	1
45	   4075.45	      4020	    106.42	1
46	   4080.01	      4288	    103.87	1
47	   4154.40	      4288	    110.89	1
48	   4158.96	      4288	    108.02	1
49	   4163.52	      4288	    105.52	1
50	   4168.08	      4288	    103.33	1
51	   4240.20	      3752	    101.17	1
52	   4244.76	      3752	     99.27	1
53	   4249.32	      3752	     97.61	1
54	   4323.71	      3752	    104.78	1
55	   4328.27	      4288	    102.69	1
56	   4332.83	      4288	    100.85	1
57	   4407.23	      3752	    107.99	1
58	   4411.78	      3752	    105.49	1
59	   4416.35	      4288	    103.31	1
60	   4490.74	      4288	    110.14	1
61	   4495.30	      3752	    107.38	1
62	   4499.86	      4288	    104.95	1
63	   4504.42	      4556	    102.83	1
64	   4578.81	      4556	    100.98	1
65	   4583.37	      4556	     99.36	1
66	   4587.93	      4288	     97.94	1
